tree_name	euk_clade_rep	prok_taxa	c-ELW
EP01156P011188	EP00038P021424	Thermoplasmata	0.00768
EP01156P011188	EP00038P021424	Gammaproteobacteria	0.0557
EP01156P011188	EP00038P021424	Gammaproteobacteria	0.0216
EP01156P011188	EP00038P021424	TACK group	0.0109
EP01156P011188	EP00038P021424	Thermodesulfobacteriota	0.387
EP01156P011188	EP00038P021424	Betaproteobacteria	0.184
EP01156P011188	EP00038P021424	Betaproteobacteria	0.167
EP01156P011188	EP00038P021424	Alphaproteobacteria	0.0454
EP01156P011188	EP00038P021424	Alphaproteobacteria	6.42e-05
EP01156P011188	EP00038P021424	Betaproteobacteria	0.0977
EP01156P011188	EP00038P021424	FCB group	0.0211
EP01156P011366	EP01022P014816	Asgard	0.0802
EP01156P011366	EP01022P014816	Asgard	0.127
EP01156P011366	EP01022P014816	Asgard	0.031
EP01156P011366	EP01022P014816	FCB group	0.0178
EP01156P011366	EP01022P014816	TACK group	0.00913
EP01156P011366	EP01022P014816	TACK group	0.0207
EP01156P011366	EP01022P014816	TACK group	0.181
EP01156P011366	EP01022P014816	FCB group	0.342
EP01156P011366	EP01022P014816	Euryarchaeota	0.173
EP01156P011366	EP01022P014816	Bacillota	0.0179
EP01156P011769	EP00163P028328	Mycoplasmatota	0.5
EP01156P011769	EP00163P028328	Bacillota	0.5
EP01156P011769	EP00336P007138	Mycoplasmatota	0.621
EP01156P011769	EP00336P007138	Bacillota	0.379
EP01156P011769	EP00478P000586	Mycoplasmatota	0.445
EP01156P011769	EP00478P000586	Bacillota	0.555
EP01156P011892	EP01030P003671	TACK group	0.0644
EP01156P011892	EP01030P003671	Euryarchaeota	0.517
EP01156P011892	EP01030P003671	Chloroflexota	0.00518
EP01156P011892	EP01030P003671	TACK group	0.401
EP01156P011892	EP01030P003671	Deinococcota	0.00199
EP01156P011892	EP01030P003671	Bacillota	0.00199
EP01156P011892	EP01030P003671	Deinococcota	0.00859
EP01156P011892	EP01088P008065	TACK group	0.296
EP01156P011892	EP01088P008065	Euryarchaeota	0.299
EP01156P011892	EP01088P008065	Chloroflexota	0.005
EP01156P011892	EP01088P008065	TACK group	0.257
EP01156P011892	EP01088P008065	Deinococcota	0.0432
EP01156P011892	EP01088P008065	Bacillota	0.0309
EP01156P011892	EP01088P008065	Deinococcota	0.0685
EP01156P012553	EP00705P054620	Gammaproteobacteria	0.5
EP01156P012553	EP00705P054620	Euryarchaeota	0.5
EP01156P015716	EP00003P017044	PVC group	1.41e-07
EP01156P015716	EP00003P017044	Nitrospirota	1.13e-08
EP01156P015716	EP00003P017044	PVC group	9.91e-09
EP01156P015716	EP00003P017044	Myxococcota	1.43e-09
EP01156P015716	EP00003P017044	Bdellovibrionota	0.0648
EP01156P015716	EP00003P017044	PVC group	0.00988
EP01156P015716	EP00003P017044	Betaproteobacteria	1.55e-13
EP01156P015716	EP00003P017044	PVC group	0.000222
EP01156P015716	EP00003P017044	Gammaproteobacteria	0.0126
EP01156P015716	EP00003P017044	Alphaproteobacteria	0.913
EP01156P015716	EP00003P017044	Gammaproteobacteria	1.26e-13
EP01156P015716	EP00003P017044	Thermodesulfobacteriota	2.66e-06
EP01156P015716	EP00873P025243	PVC group	0.000371
EP01156P015716	EP00873P025243	Nitrospirota	1.03e-05
EP01156P015716	EP00873P025243	PVC group	5.27e-09
EP01156P015716	EP00873P025243	Myxococcota	7.35e-10
EP01156P015716	EP00873P025243	Bdellovibrionota	0.0356
EP01156P015716	EP00873P025243	PVC group	0.0742
EP01156P015716	EP00873P025243	Betaproteobacteria	5.68e-17
EP01156P015716	EP00873P025243	PVC group	3.9e-07
EP01156P015716	EP00873P025243	Gammaproteobacteria	0.000683
EP01156P015716	EP00873P025243	Alphaproteobacteria	0.889
EP01156P015716	EP00873P025243	Gammaproteobacteria	1.02e-17
EP01156P015716	EP00873P025243	Thermodesulfobacteriota	1.24e-10
EP01156P015864	EP00456P057927	Mycoplasmatota	1.0
EP01156P015864	EP01155P050735	Mycoplasmatota	1.0
EP01156P016458	EP00764P013023	Mycoplasmatota	1.0
EP01156P018215	EP00388P001057	PVC group	1.68e-05
EP01156P018215	EP00388P001057	PVC group	0.0131
EP01156P018215	EP00388P001057	PVC group	2.15e-08
EP01156P018215	EP00388P001057	PVC group	0.0449
EP01156P018215	EP00388P001057	FCB group	0.676
EP01156P018215	EP00388P001057	Bacillota	0.00115
EP01156P018215	EP00388P001057	Actinomycetota	0.0536
EP01156P018215	EP00388P001057	FCB group	6.32e-07
EP01156P018215	EP00388P001057	PVC group	0.0819
EP01156P018215	EP00388P001057	Spirochaetota	0.116
EP01156P018215	EP00388P001057	Deinococcota	0.013
EP01156P018215	EP00388P001057	Bacillota	0.000352
EP01156P018666	EP00103P017419	TACK group	0.643
EP01156P018666	EP00103P017419	Euryarchaeota	0.00981
EP01156P018666	EP00103P017419	Acidobacteriota	0.337
EP01156P018666	EP00103P017419	Betaproteobacteria	0.00982
EP01156P018666	EP00742P007095	TACK group	0.689
EP01156P018666	EP00742P007095	Euryarchaeota	0.0221
EP01156P018666	EP00742P007095	Acidobacteriota	0.267
EP01156P018666	EP00742P007095	Betaproteobacteria	0.0222
EP01156P018666	EP00883P016704	TACK group	0.405
EP01156P018666	EP00883P016704	Euryarchaeota	0.0218
EP01156P018666	EP00883P016704	Acidobacteriota	0.466
EP01156P018666	EP00883P016704	Betaproteobacteria	0.107
EP01156P021551	EP00052P016638	Asgard	0.0148
EP01156P021551	EP00052P016638	Asgard	0.00238
EP01156P021551	EP00052P016638	Nitrospirota	0.113
EP01156P021551	EP00052P016638	Thermodesulfobacteriota	0.0316
EP01156P021551	EP00052P016638	Nitrospirota	0.0495
EP01156P021551	EP00052P016638	FCB group	0.104
EP01156P021551	EP00052P016638	Gammaproteobacteria	0.000103
EP01156P021551	EP00052P016638	PVC group	0.452
EP01156P021551	EP00052P016638	Alphaproteobacteria	0.00787
EP01156P021551	EP00052P016638	Thermodesulfobacteriota	0.0103
EP01156P021551	EP00052P016638	Thermodesulfobacteriota	0.0165
EP01156P021551	EP00052P016638	Euryarchaeota	0.198
EP01156P021551	EP00942P003019	Asgard	0.00702
EP01156P021551	EP00942P003019	Asgard	0.0198
EP01156P021551	EP00942P003019	PVC group	0.205
EP01156P021551	EP00942P003019	Nitrospirota	0.0739
EP01156P021551	EP00942P003019	Thermoplasmata	0.0492
EP01156P021551	EP00942P003019	Nitrospirota	0.0164
EP01156P021551	EP00942P003019	Chloroflexota	0.0818
EP01156P021551	EP00942P003019	Euryarchaeota	0.0483
EP01156P021551	EP00942P003019	PVC group	0.0502
EP01156P021551	EP00942P003019	TACK group	0.0123
EP01156P021551	EP00942P003019	Thermodesulfobacteriota	0.0482
EP01156P021551	EP00942P003019	Euryarchaeota	0.388
EP01156P022146	EP00667P010351	Bacillota	0.00352
EP01156P022146	EP00667P010351	Euryarchaeota	0.379
EP01156P022146	EP00667P010351	Bacillota	0.0873
EP01156P022146	EP00667P010351	Thermodesulfobacteriota	6.17e-08
EP01156P022146	EP00667P010351	Euryarchaeota	2.03e-12
EP01156P022146	EP00667P010351	Euryarchaeota	0.0584
EP01156P022146	EP00667P010351	PVC group	1.42e-12
EP01156P022146	EP00667P010351	Bacillota	2.07e-05
EP01156P022146	EP00667P010351	FCB group	2.93e-15
EP01156P022146	EP00667P010351	Actinomycetota	0.0024
EP01156P022146	EP00667P010351	Gammaproteobacteria	2.82e-08
EP01156P022146	EP00667P010351	Mycoplasmatota	0.47
EP01156P023850	EP00742P012477	Chloroflexota	0.967
EP01156P023850	EP00742P012477	Actinomycetota	0.00943
EP01156P023850	EP00742P012477	Actinomycetota	0.0238
EP01156P023850	EP00771P002866	Chloroflexota	0.944
EP01156P023850	EP00771P002866	Actinomycetota	0.0339
EP01156P023850	EP00771P002866	Actinomycetota	0.022
EP01156P023858	EP00128P006080	FCB group	0.000172
EP01156P023858	EP00128P006080	Alphaproteobacteria	0.00447
EP01156P023858	EP00128P006080	Spirochaetota	0.984
EP01156P023858	EP00128P006080	Thermodesulfobacteriota	0.00541
EP01156P023858	EP00128P006080	Betaproteobacteria	0.00446
EP01156P023858	EP00128P006080	Spirochaetota	0.00177
EPZ31831.1	EP00334P006220	Asgard	0.5
EPZ31831.1	EP00334P006220	Euryarchaeota	0.5
EPZ33623.1	EP00401P075436	Gammaproteobacteria	0.501
EPZ33623.1	EP00401P075436	Spirochaetota	0.499
EPZ33623.1	EP00668P003380	Gammaproteobacteria	0.5
EPZ33623.1	EP00668P003380	Spirochaetota	0.5
EPZ35336.1	EP00442P051399	Actinomycetota	1.0
EPZ35336.1	EP00060P043181	Actinomycetota	1.0
EPZ35336.1	EP01133P008407	Actinomycetota	1.0
GBG29657.1	EP00530P001108	Bacillota	0.0518
GBG29657.1	EP00530P001108	Bacillota	0.517
GBG29657.1	EP00530P001108	Thermodesulfobacteriota	0.212
GBG29657.1	EP00530P001108	Betaproteobacteria	0.0619
GBG29657.1	EP00530P001108	Actinomycetota	0.157
GBG68532.1	EP00898P003208	PVC group	0.000567
GBG68532.1	EP00898P003208	PVC group	0.0127
GBG68532.1	EP00898P003208	Chloroflexota	0.119
GBG68532.1	EP00898P003208	Bacillota	0.00665
GBG68532.1	EP00898P003208	Deinococcota	0.118
GBG68532.1	EP00898P003208	Bacillota	0.0157
GBG68532.1	EP00898P003208	Bacillota	0.148
GBG68532.1	EP00898P003208	Bacillota	0.0768
GBG68532.1	EP00898P003208	Chloroflexota	0.43
GBG68532.1	EP00898P003208	Actinomycetota	0.0338
GBG68532.1	EP00898P003208	FCB group	0.000425
GBG68532.1	EP00898P003208	Euryarchaeota	0.0391
GBG68532.1	EP01099P000921	Thermoplasmata	0.037
GBG68532.1	EP01099P000921	PVC group	0.013
GBG68532.1	EP01099P000921	Chloroflexota	0.0644
GBG68532.1	EP01099P000921	Campylobacterota	0.0814
GBG68532.1	EP01099P000921	Bacillota	0.0257
GBG68532.1	EP01099P000921	Bacillota	0.00582
GBG68532.1	EP01099P000921	Chloroflexota	0.0727
GBG68532.1	EP01099P000921	Actinomycetota	0.00319
GBG68532.1	EP01099P000921	Euryarchaeota	0.0017
GBG68532.1	EP01099P000921	Myxococcota	0.0826
GBG68532.1	EP01099P000921	Thermodesulfobacteriota	0.0796
GBG68532.1	EP01099P000921	FCB group	0.533
KAA0145524.1	EP00860P004128	PVC group	0.0553
KAA0145524.1	EP00860P004128	PVC group	0.0263
KAA0145524.1	EP00860P004128	Deltaproteobacteria	0.0304
KAA0145524.1	EP00860P004128	Myxococcota	0.0335
KAA0145524.1	EP00860P004128	Bacillota	0.0757
KAA0145524.1	EP00860P004128	Alphaproteobacteria	0.442
KAA0145524.1	EP00860P004128	Bacillota	0.0543
KAA0145524.1	EP00860P004128	PVC group	0.0901
KAA0145524.1	EP00860P004128	Bacillota	0.118
KAA0145524.1	EP00860P004128	Chloroflexota	0.0375
KAA0145524.1	EP00860P004128	Thermodesulfobacteriota	0.0184
KAA0145524.1	EP00860P004128	Cyanobacteriota	0.0187
KAA0145524.1	EP01023P051824	PVC group	0.0684
KAA0145524.1	EP01023P051824	PVC group	0.0227
KAA0145524.1	EP01023P051824	Deltaproteobacteria	0.163
KAA0145524.1	EP01023P051824	Myxococcota	0.122
KAA0145524.1	EP01023P051824	Bacillota	0.0866
KAA0145524.1	EP01023P051824	Alphaproteobacteria	0.0376
KAA0145524.1	EP01023P051824	Bacillota	0.00329
KAA0145524.1	EP01023P051824	PVC group	0.0809
KAA0145524.1	EP01023P051824	Bacillota	0.231
KAA0145524.1	EP01023P051824	Chloroflexota	0.00745
KAA0145524.1	EP01023P051824	Thermodesulfobacteriota	0.064
KAA0145524.1	EP01023P051824	Cyanobacteriota	0.112
KAA0145524.1	YP_277414.1	PVC group	0.0213
KAA0145524.1	YP_277414.1	PVC group	0.0374
KAA0145524.1	YP_277414.1	Myxococcota	0.183
KAA0145524.1	YP_277414.1	Chloroflexota	0.0969
KAA0145524.1	YP_277414.1	Bacillota	0.0733
KAA0145524.1	YP_277414.1	Bacillota	0.00375
KAA0145524.1	YP_277414.1	FCB group	0.00517
KAA0145524.1	YP_277414.1	PVC group	0.0872
KAA0145524.1	YP_277414.1	Bacillota	0.262
KAA0145524.1	YP_277414.1	Chloroflexota	0.048
KAA0145524.1	YP_277414.1	Deinococcota	0.00474
KAA0145524.1	YP_277414.1	Cyanobacteriota	0.177
KAA0163728.1	EP00696P002201	Gammaproteobacteria	0.338
KAA0163728.1	EP00696P002201	Gammaproteobacteria	0.0983
KAA0163728.1	EP00696P002201	Gammaproteobacteria	0.0097
KAA0163728.1	EP00696P002201	Gammaproteobacteria	0.103
KAA0163728.1	EP00696P002201	Betaproteobacteria	0.000499
KAA0163728.1	EP00696P002201	Myxococcota	0.00202
KAA0163728.1	EP00696P002201	Betaproteobacteria	0.000171
KAA0163728.1	EP00696P002201	Gammaproteobacteria	0.00113
KAA0163728.1	EP00696P002201	Gammaproteobacteria	0.00167
KAA0163728.1	EP00696P002201	Betaproteobacteria	0.00218
KAA0163728.1	EP00696P002201	Gammaproteobacteria	0.416
KAA0163728.1	EP00696P002201	Actinomycetota	0.027
KAA0163728.1	EP01120P005392	Gammaproteobacteria	0.452
KAA0163728.1	EP01120P005392	Gammaproteobacteria	0.279
KAA0163728.1	EP01120P005392	Alphaproteobacteria	0.0234
KAA0163728.1	EP01120P005392	Gammaproteobacteria	0.00266
KAA0163728.1	EP01120P005392	Gammaproteobacteria	0.125
KAA0163728.1	EP01120P005392	Myxococcota	0.0187
KAA0163728.1	EP01120P005392	Betaproteobacteria	0.000101
KAA0163728.1	EP01120P005392	Gammaproteobacteria	0.0086
KAA0163728.1	EP01120P005392	Gammaproteobacteria	0.0187
KAA0163728.1	EP01120P005392	Betaproteobacteria	0.00361
KAA0163728.1	EP01120P005392	Gammaproteobacteria	0.0623
KAA0163728.1	EP01120P005392	Actinomycetota	0.00461
KAA0169369.1	EP00146P007689	FCB group	0.119
KAA0169369.1	EP00146P007689	FCB group	0.386
KAA0169369.1	EP00146P007689	Thermodesulfobacteriota	0.00802
KAA0169369.1	EP00146P007689	Gammaproteobacteria	0.00122
KAA0169369.1	EP00146P007689	Campylobacterota	0.158
KAA0169369.1	EP00146P007689	Gammaproteobacteria	0.00144
KAA0169369.1	EP00146P007689	Gammaproteobacteria	0.000213
KAA0169369.1	EP00146P007689	Gammaproteobacteria	7.93e-07
KAA0169369.1	EP00146P007689	Chlamydiia	0.00924
KAA0169369.1	EP00146P007689	PVC group	0.0724
KAA0169369.1	EP00146P007689	Alphaproteobacteria	0.225
KAA0169369.1	EP00146P007689	FCB group	0.0198
KAA0169369.1	EP00878P014251	Asgard	0.126
KAA0169369.1	EP00878P014251	Deltaproteobacteria	0.035
KAA0169369.1	EP00878P014251	Thermodesulfobacteriota	2.39e-16
KAA0169369.1	EP00878P014251	Cyanobacteriota	0.829
KAA0169369.1	EP00878P014251	PVC group	0.00597
KAA0169369.1	EP00878P014251	Thermodesulfobacteriota	1.49e-19
KAA0169369.1	EP00878P014251	Chlamydiia	0.0002
KAA0169369.1	EP00878P014251	PVC group	3.22e-05
KAA0169369.1	EP00878P014251	Euryarchaeota	0.00371
KAA0169369.1	EP00878P014251	Alphaproteobacteria	0.0004
KAA0169369.1	EP00878P014251	FCB group	5.72e-25
KAA0169369.1	EP00878P014251	Thermoplasmata	0.000106
KAA0169369.1	OSX72021.1	Asgard	8.7e-09
KAA0169369.1	OSX72021.1	Deltaproteobacteria	0.000603
KAA0169369.1	OSX72021.1	Thermodesulfobacteriota	2.21e-15
KAA0169369.1	OSX72021.1	Cyanobacteriota	0.994
KAA0169369.1	OSX72021.1	PVC group	0.00158
KAA0169369.1	OSX72021.1	Thermodesulfobacteriota	2.93e-36
KAA0169369.1	OSX72021.1	Chlamydiia	3.3e-18
KAA0169369.1	OSX72021.1	PVC group	4.36e-16
KAA0169369.1	OSX72021.1	Euryarchaeota	0.00376
KAA0169369.1	OSX72021.1	Alphaproteobacteria	2.45e-10
KAA0169369.1	OSX72021.1	FCB group	1.5300000000000002e-37
KAA0169369.1	OSX72021.1	Thermoplasmata	0.000168
KAA6373439.1	EP00006P006873	Asgard	0.153
KAA6373439.1	EP00006P006873	Asgard	0.0447
KAA6373439.1	EP00006P006873	Asgard	0.161
KAA6373439.1	EP00006P006873	Thermoplasmata	0.00126
KAA6373439.1	EP00006P006873	TACK group	0.0151
KAA6373439.1	EP00006P006873	Euryarchaeota	0.0122
KAA6373439.1	EP00006P006873	TACK group	0.0153
KAA6373439.1	EP00006P006873	TACK group	0.0123
KAA6373439.1	EP00006P006873	Euryarchaeota	0.000252
KAA6373439.1	EP00006P006873	Euryarchaeota	0.0887
KAA6373439.1	EP00006P006873	DPANN group	0.0921
KAA6373439.1	EP00006P006873	TACK group	0.405
KAA6385906.1	EP00293P003198	Alphaproteobacteria	0.5
KAA6385906.1	EP00293P003198	Gammaproteobacteria	0.5
KAA6385906.1	EP00297P018829	Alphaproteobacteria	0.5
KAA6385906.1	EP00297P018829	Gammaproteobacteria	0.5
KAA6393216.1	EP00820P003732	PVC group	3.59e-05
KAA6393216.1	EP00820P003732	FCB group	0.000944
KAA6393216.1	EP00820P003732	Bacillota	0.00332
KAA6393216.1	EP00820P003732	Chloroflexota	0.0018
KAA6393216.1	EP00820P003732	Bacillota	1.02e-07
KAA6393216.1	EP00820P003732	Bacillota	1.6e-07
KAA6393216.1	EP00820P003732	Bacillota	3.08e-09
KAA6393216.1	EP00820P003732	Deinococcota	0.00035
KAA6393216.1	EP00820P003732	Actinomycetota	4.01e-09
KAA6393216.1	EP00820P003732	Gammaproteobacteria	0.993
KAA6393216.1	EP00820P003732	Actinomycetota	0.00014
KAA6393216.1	EP00820P003732	Bacillota	5.92e-05
KAA6393216.1	EP01038P008975	Actinomycetota	7.94e-14
KAA6393216.1	EP01038P008975	PVC group	1.9e-17
KAA6393216.1	EP01038P008975	FCB group	1.9e-17
KAA6393216.1	EP01038P008975	Bacillota	0.00035
KAA6393216.1	EP01038P008975	Chloroflexota	2.28e-05
KAA6393216.1	EP01038P008975	Bacillota	2.04e-08
KAA6393216.1	EP01038P008975	Deinococcota	0.000101
KAA6393216.1	EP01038P008975	Actinomycetota	6.87e-05
KAA6393216.1	EP01038P008975	Thermodesulfobacteriota	0.119
KAA6393216.1	EP01038P008975	Deinococcota	5.06e-10
KAA6393216.1	EP01038P008975	Alphaproteobacteria	0.88
KAA6393216.1	EP01038P008975	Bacillota	0.000213
KAA6393216.1	EP01133P012103	Actinomycetota	3.49e-08
KAA6393216.1	EP01133P012103	PVC group	5.93e-13
KAA6393216.1	EP01133P012103	FCB group	4.09e-09
KAA6393216.1	EP01133P012103	Bacillota	0.000471
KAA6393216.1	EP01133P012103	Chloroflexota	0.000237
KAA6393216.1	EP01133P012103	Bacillota	0.0006
KAA6393216.1	EP01133P012103	Deinococcota	0.0569
KAA6393216.1	EP01133P012103	Actinomycetota	0.000526
KAA6393216.1	EP01133P012103	Thermodesulfobacteriota	0.00961
KAA6393216.1	EP01133P012103	Deinococcota	5.78e-05
KAA6393216.1	EP01133P012103	Alphaproteobacteria	0.924
KAA6393216.1	EP01133P012103	Bacillota	0.00762
KAA6406355.1	EP00919P048508	Alphaproteobacteria	0.592
KAA6406355.1	EP00919P048508	Alphaproteobacteria	0.408
KAA6406355.1	EP01031P051385	Alphaproteobacteria	0.567
KAA6406355.1	EP01031P051385	Alphaproteobacteria	0.433
KAA6407811.1	EP00261P004813	PVC group	1.0
KAA6407811.1	EP00857P000448	PVC group	1.0
KAA6413507.1	SLM38232.1	Gammaproteobacteria	0.114
KAA6413507.1	SLM38232.1	Cyanobacteriota	0.846
KAA6413507.1	SLM38232.1	Alphaproteobacteria	0.0408
NP_001122831.1	EP00070P001079	Betaproteobacteria	0.538
NP_001122831.1	EP00070P001079	FCB group	0.462
NP_001122831.1	EP00224P002251	Betaproteobacteria	0.5
NP_001122831.1	EP00224P002251	FCB group	0.5
NP_001349831.1	EP00227P015718	FCB group	0.00273
NP_001349831.1	EP00227P015718	Asgard	2.44e-11
NP_001349831.1	EP00227P015718	Asgard	0.00161
NP_001349831.1	EP00227P015718	Alphaproteobacteria	0.992
NP_001349831.1	EP00227P015718	Gammaproteobacteria	0.000685
NP_001349831.1	EP00227P015718	Betaproteobacteria	1.14e-08
NP_001349831.1	EP00227P015718	Gammaproteobacteria	0.00317
NP_001349831.1	EP00227P015718	Betaproteobacteria	1.28e-05
NP_001349831.1	EP00227P015718	Betaproteobacteria	2.99e-10
NP_001349831.1	EP00227P015718	Betaproteobacteria	4.01e-05
NP_001349831.1	EP00227P015718	TACK group	1.55e-14
NP_001349831.1	EP00227P015718	PVC group	0.000222
NP_001349831.1	EP00276P011988	PVC group	0.000429
NP_001349831.1	EP00276P011988	FCB group	5.11e-05
NP_001349831.1	EP00276P011988	Bacillota	0.0104
NP_001349831.1	EP00276P011988	FCB group	0.000165
NP_001349831.1	EP00276P011988	Nitrospirota	0.00329
NP_001349831.1	EP00276P011988	Campylobacterota	0.0523
NP_001349831.1	EP00276P011988	Thermodesulfobacteriota	0.0132
NP_001349831.1	EP00276P011988	Campylobacterota	0.202
NP_001349831.1	EP00276P011988	Myxococcota	0.0217
NP_001349831.1	EP00276P011988	Spirochaetota	0.118
NP_001349831.1	EP00276P011988	Alphaproteobacteria	0.252
NP_001349831.1	EP00276P011988	Acidobacteriota	0.327
NP_001349831.1	EP00322P022585	FCB group	0.0121
NP_001349831.1	EP00322P022585	Asgard	0.00244
NP_001349831.1	EP00322P022585	Alphaproteobacteria	0.475
NP_001349831.1	EP00322P022585	Gammaproteobacteria	0.385
NP_001349831.1	EP00322P022585	Betaproteobacteria	0.00127
NP_001349831.1	EP00322P022585	Gammaproteobacteria	0.00454
NP_001349831.1	EP00322P022585	Betaproteobacteria	0.105
NP_001349831.1	EP00322P022585	Betaproteobacteria	0.00633
NP_001349831.1	EP00322P022585	Betaproteobacteria	0.00824
NP_001349831.1	EP00322P022585	TACK group	4.2e-11
NP_001349831.1	EP00322P022585	Cyanobacteriota	7.95e-19
NP_001349831.1	EP00322P022585	Actinomycetota	2.97e-18
NP_013042.1	WP_197533421_1	Spirochaetota	4.98e-16
NP_013042.1	WP_197533421_1	FCB group	1.4e-19
NP_013042.1	WP_197533421_1	Actinomycetota	1.6e-10
NP_013042.1	WP_197533421_1	Cyanobacteriota	1.0
NP_013042.1	WP_197533421_1	PVC group	4.05e-08
NP_013042.1	WP_197533421_1	Campylobacterota	2.19e-22
NP_079534.2	EP00118P012440	Betaproteobacteria	1.0
NP_173267.1	EP00462P021264	Betaproteobacteria	0.0191
NP_173267.1	EP00462P021264	PVC group	0.0132
NP_173267.1	EP00462P021264	Gammaproteobacteria	0.0102
NP_173267.1	EP00462P021264	Bacillota	0.000242
NP_173267.1	EP00462P021264	Actinomycetota	0.01
NP_173267.1	EP00462P021264	Actinomycetota	0.91
NP_173267.1	EP00462P021264	Gammaproteobacteria	0.0367
NP_173267.1	EP00462P021264	Euryarchaeota	0.000937
NP_593550.1	OAE26285.1	Alphaproteobacteria	0.597
NP_593550.1	OAE26285.1	Spirochaetota	0.0455
NP_593550.1	OAE26285.1	FCB group	0.0456
NP_593550.1	OAE26285.1	Alphaproteobacteria	0.132
NP_593550.1	OAE26285.1	Gammaproteobacteria	0.179
NP_848943.1	EP00169P000038	FCB group	0.0776
NP_848943.1	EP00169P000038	FCB group	0.131
NP_848943.1	EP00169P000038	Cyanobacteriota	0.635
NP_848943.1	EP00169P000038	Betaproteobacteria	0.00459
NP_848943.1	EP00169P000038	Betaproteobacteria	0.00738
NP_848943.1	EP00169P000038	Betaproteobacteria	0.00125
NP_848943.1	EP00169P000038	Alphaproteobacteria	0.0409
NP_848943.1	EP00169P000038	Betaproteobacteria	0.0242
NP_848943.1	EP00169P000038	Acidobacteriota	0.0177
NP_848943.1	EP00169P000038	Gammaproteobacteria	0.0215
NP_848943.1	EP00169P000038	Gammaproteobacteria	0.00113
NP_848943.1	EP00169P000038	Actinomycetota	0.0379
NP_848943.1	EP01035P057911	FCB group	0.0722
NP_848943.1	EP01035P057911	FCB group	0.0388
NP_848943.1	EP01035P057911	Cyanobacteriota	0.725
NP_848943.1	EP01035P057911	Betaproteobacteria	0.00224
NP_848943.1	EP01035P057911	Betaproteobacteria	0.0299
NP_848943.1	EP01035P057911	Betaproteobacteria	0.0278
NP_848943.1	EP01035P057911	Alphaproteobacteria	0.0293
NP_848943.1	EP01035P057911	Betaproteobacteria	0.00267
NP_848943.1	EP01035P057911	Acidobacteriota	0.0275
NP_848943.1	EP01035P057911	Gammaproteobacteria	0.0173
NP_848943.1	EP01035P057911	Gammaproteobacteria	0.0109
NP_848943.1	EP01035P057911	Actinomycetota	0.0159
NP_849050.1	EP00884P001594	Cyanobacteriota	1.0
NP_849050.1	EP00169P000128	Cyanobacteriota	1.0
OAD01936.1	EP00152P011305	Mycoplasmatota	1.95e-06
OAD01936.1	EP00152P011305	Mycoplasmatota	2.8e-13
OAD01936.1	EP00152P011305	FCB group	1.58e-18
OAD01936.1	EP00152P011305	Gammaproteobacteria	3.89e-06
OAD01936.1	EP00152P011305	Gammaproteobacteria	1.57e-18
OAD01936.1	EP00152P011305	Gammaproteobacteria	0.139
OAD01936.1	EP00152P011305	FCB group	4.3e-05
OAD01936.1	EP00152P011305	PVC group	0.855
OAD01936.1	EP00152P011305	Alphaproteobacteria	0.000133
OAD01936.1	EP00152P011305	Acidobacteriota	0.00506
OAD01936.1	EP01119P010291	Mycoplasmatota	0.106
OAD01936.1	EP01119P010291	Mycoplasmatota	1.61e-23
OAD01936.1	EP01119P010291	FCB group	8.880000000000001e-31
OAD01936.1	EP01119P010291	Gammaproteobacteria	0.00748
OAD01936.1	EP01119P010291	Gammaproteobacteria	8.9e-31
OAD01936.1	EP01119P010291	Gammaproteobacteria	0.448
OAD01936.1	EP01119P010291	FCB group	0.127
OAD01936.1	EP01119P010291	PVC group	0.229
OAD01936.1	EP01119P010291	Alphaproteobacteria	0.0818
OAD01936.1	EP01119P010291	Acidobacteriota	5.14e-12
OAD01936.1	WLE98806_1	Mycoplasmatota	0.0012
OAD01936.1	WLE98806_1	Mycoplasmatota	2.3e-06
OAD01936.1	WLE98806_1	FCB group	6.19e-14
OAD01936.1	WLE98806_1	Gammaproteobacteria	0.000142
OAD01936.1	WLE98806_1	Gammaproteobacteria	6.21e-14
OAD01936.1	WLE98806_1	Gammaproteobacteria	0.289
OAD01936.1	WLE98806_1	FCB group	1.69e-06
OAD01936.1	WLE98806_1	PVC group	0.709
OAD01936.1	WLE98806_1	Alphaproteobacteria	1.03e-05
OAD01936.1	WLE98806_1	Acidobacteriota	0.000243
OAD02781.1	EP00129P015254	Bacillota	0.344
OAD02781.1	EP00129P015254	Bacillota	5.000000000000001e-75
OAD02781.1	EP00129P015254	Actinomycetota	0.167
OAD02781.1	EP00129P015254	Chlamydiia	0.195
OAD02781.1	EP00129P015254	Actinomycetota	0.0339
OAD02781.1	EP00129P015254	Gammaproteobacteria	1.4699999999999998e-48
OAD02781.1	EP00129P015254	Euryarchaeota	6.72e-71
OAD02781.1	EP00129P015254	Actinomycetota	9.87e-41
OAD02781.1	EP00129P015254	Actinomycetota	1.7e-80
OAD02781.1	EP00129P015254	Actinomycetota	0.261
OAD02781.1	EP00129P015254	Alphaproteobacteria	8.93e-52
OAD02781.1	EP00129P015254	Alphaproteobacteria	6.12e-51
OAD02781.1	EP00212P003057	Bacillota	0.106
OAD02781.1	EP00212P003057	Bacillota	2.51e-75
OAD02781.1	EP00212P003057	Actinomycetota	0.0725
OAD02781.1	EP00212P003057	Chlamydiia	0.587
OAD02781.1	EP00212P003057	Actinomycetota	0.108
