tree,n_asg,n_bact,n_arch,n_euk,asg_mono,n_sub,allasg_sister,has_bact
EP01100P004437,3,0,0,19,True,1,NA,False
EP00240P014168,6,0,0,10,True,1,NA,False
EP00759P052126,3,0,0,30,True,1,NA,False
EP00771P000018,4,0,1,30,True,1,NA,False
EP00861P003422,12,0,0,23,True,1,NA,False
EP01083P152833,20,0,0,19,True,1,NA,False
EP00878P020331,17,9,0,11,False,1,NA,True
EP00110P010004,3,0,0,18,True,1,NA,False
EP01103P004751,13,3,0,13,False,1,NA,True
EP00074P091069,61,0,0,15,False,1,NA,False
EP00640P000282,5,1,0,11,False,1,NA,True
EP00004P022202,2,12,0,24,False,1,NA,True
EP01083P318818,7,4,0,16,False,1,NA,True
EP00228P005066,17,50,3,23,False,1,NA,True
EP01063P013494,5,0,0,16,True,1,NA,False
EP00290P019039,32,0,0,15,False,1,NA,False
EP00009P011999,10,1,0,20,False,1,NA,True
EP00633P003354,3,0,0,30,False,1,NA,False
EP00232P025919,43,0,0,22,True,1,NA,False
EP00242P001366,61,0,0,29,True,1,NA,False
EP00753P001557,15,0,26,14,False,1,NA,False
EP00001P024702,12,0,0,27,True,1,NA,False
EP01034P032049,2,14,0,30,False,1,NA,True
EP01012P003901,12,0,0,30,False,1,NA,False
EP00798P015843,5,0,0,15,True,1,NA,False
EP00324P005566,67,0,0,30,True,1,NA,False
EP00932P005534,12,0,0,23,True,1,NA,False
EP00961P189955,6,0,0,25,False,1,NA,False
EP01012P062483,12,0,0,30,True,1,NA,False
EP01006P043982,7,0,20,30,False,1,NA,False
EP01047P052764,2,14,0,17,False,1,NA,True
EP00800P021040,5,0,0,30,True,1,NA,False
EP00282P032807,3,45,0,30,False,1,NA,True
EP01029P024247,18,0,0,27,False,1,NA,False
EP01029P020554,16,0,0,12,False,1,NA,False
EP00180P000477,5,0,0,12,False,1,NA,False
EP00654P015651,3,0,0,30,True,1,NA,False
EP00775P005622,8,0,18,16,False,1,NA,False
EP00753P003376,1,12,0,24,True,1,NA,True
EP00522P006862,10,0,0,16,True,1,NA,False
EP01114P024899,5,0,0,13,False,1,NA,False
EP00306P002157,1,11,0,30,True,1,NA,True
EP00467P013284,8,0,0,15,False,1,NA,False
EP00635P014001,14,18,0,30,False,1,NA,True
EP00446P032171,6,61,3,24,False,1,NA,True
EP00012P001301,7,44,19,30,False,1,NA,True
EP00816P002915,46,0,0,10,False,1,NA,False
EP01124P001720,18,0,0,10,True,1,NA,False
EP01119P012962,33,0,0,11,False,1,NA,False
EP01018P035006,2,13,0,30,False,1,NA,True
EP00939P001337,6,61,3,21,False,1,NA,True
EP01102P009156,1,3,0,27,True,1,NA,True
EP00747P033242,13,21,0,29,False,1,NA,True
EP00042P042559,3,0,0,11,True,1,NA,False
EP00298P023243,11,0,0,28,True,1,NA,False
EP00162P017322,51,0,0,29,True,1,NA,False
EP00242P010408,13,0,0,23,False,1,NA,False
EP00008P005545,47,0,0,10,False,1,NA,False
EP00638P016034,3,0,0,21,True,1,NA,False
EPZ35811.1,23,8,0,14,False,1,NA,True
EP00440P065546,3,0,0,24,True,1,NA,False
EP01034P028199,9,0,0,25,True,1,NA,False
EP00679P005694,11,1,0,20,False,1,NA,True
XP_008661068.1,40,0,0,10,False,1,NA,False
EP00339P011764,45,3,0,26,False,1,NA,True
EP00013P014974,6,1,0,18,False,1,NA,True
EP00931P111828,1,11,0,30,True,1,NA,True
EP00001P101763,14,0,0,20,False,1,NA,False
EP00429P105571,6,35,4,24,False,1,NA,True
EP01042P008723,8,0,0,30,True,1,NA,False
EP01146P006928,6,52,0,30,False,1,NA,True
EP00427P014042,1,11,0,19,True,1,NA,True
EP00282P004203,3,0,0,16,True,1,NA,False
EP01083P035234,10,0,0,17,True,1,NA,False
EP00011P007542,7,62,1,24,False,1,NA,True
EP00339P002041,12,0,0,17,False,1,NA,False
EP00440P074916,7,2,0,10,False,1,NA,True
EP00753P000897,4,0,0,12,True,1,NA,False
EP00746P034573,44,0,0,30,True,1,NA,False
CBJ32131.1,4,0,0,30,False,1,NA,False
EP00382P010406,10,0,0,30,True,1,NA,False
EP00899P002925,19,0,0,10,True,1,NA,False
EP00845P002936,12,2,0,30,False,1,NA,True
EP00746P137338,51,0,0,30,False,1,NA,False
EP01122P010038,36,0,0,13,False,1,NA,False
EP00066P002372,68,0,0,30,False,1,NA,False
EP00505P004242,12,48,10,21,False,1,NA,True
EP00468P012021,13,4,0,23,True,1,NA,True
EP00232P029619,5,0,0,10,True,1,NA,False
EP01059P019379,7,0,0,10,False,1,NA,False
EP00877P006990,3,4,0,10,False,1,NA,True
EP00587P017228,1,69,0,14,True,1,NA,True
EP00427P058962,5,0,0,12,False,1,NA,False
EP00092P050814,13,0,0,14,True,1,NA,False
EP00131P008732,17,5,1,15,False,1,NA,True
EP00069P021710,8,0,0,26,True,1,NA,False
EP00083P010873,27,5,0,30,False,1,NA,True
EP00908P016012,2,15,0,13,False,1,NA,True
EP00434P031132,1,3,0,23,True,1,NA,True
EP00920P012095,6,0,0,20,True,1,NA,False
XP_016875505.1,35,0,0,15,False,1,NA,False
EP00135P005849,19,0,0,18,True,1,NA,False
EP00168P007887,14,0,0,21,True,1,NA,False
EP01016P057320,5,0,0,25,False,1,NA,False
EP00876P009881,9,0,0,30,False,1,NA,False
EP00930P095147,22,0,0,27,True,1,NA,False
EP00333P023790,15,0,0,5,False,1,NA,False
EP00357P003699,21,47,2,15,False,1,NA,True
EP01132P020504,53,0,0,30,True,1,NA,False
EP00462P018693,19,51,0,30,False,1,NA,True
EP00798P004198,6,0,0,30,False,1,NA,False
EP00944P013944,5,0,0,26,False,1,NA,False
EP00320P000723,3,0,0,14,False,1,NA,False
EP00378P002996,11,19,0,18,False,1,NA,True
EP00876P013234,5,0,0,7,True,1,NA,False
XP_015621236.2,3,0,0,30,True,1,NA,False
EP00842P004638,8,4,0,7,False,1,NA,True
EP01059P010985,7,0,0,29,True,1,NA,False
EP00456P088699,9,0,0,12,True,1,NA,False
EP00073P034668,5,24,0,20,False,1,NA,True
EP00153P015300,5,0,0,15,True,1,NA,False
EP00878P010581,12,56,2,15,False,1,NA,True
EP01136P022978,23,0,0,19,False,1,NA,False
EP00375P003803,3,0,0,27,True,1,NA,False
EP00746P115256,16,0,0,10,False,1,NA,False
EP01041P033022,5,0,0,14,True,1,NA,False
XP_011270656.1,5,0,0,25,False,1,NA,False
EP00804P011425,1,14,0,13,True,1,NA,True
EP01114P022256,23,0,0,28,True,1,NA,False
EP00455P042010,19,0,0,20,False,1,NA,False
EP01102P002753,66,0,0,11,False,1,NA,False
EP00043P003690,9,0,0,30,False,1,NA,False
EP00091P010391,5,0,0,16,True,1,NA,False
EP01025P069100,9,5,0,22,False,1,NA,True
EP00406P081625,13,0,0,27,False,1,NA,False
XP_001750875.1,5,3,0,10,False,1,NA,True
EP00380P032224,3,5,0,30,True,1,NA,True
EP00494P033097,18,0,0,22,False,1,NA,False
EP00935P002630,10,0,0,12,True,1,NA,False
EP00378P001067,3,63,4,14,False,1,NA,True
EP00954P012717,13,0,0,14,True,1,NA,False
EP00645P013004,10,29,0,30,False,1,NA,True
EP00922P034470,56,0,0,25,True,1,NA,False
EP00404P005997,1,7,0,3,True,1,NA,True
EP00480P037237,1,7,0,19,True,1,NA,True
XP_009038666.1,5,30,0,21,False,1,NA,True
EP00199P002547,9,1,0,20,False,1,NA,True
EP00653P003111,8,0,0,30,False,1,NA,False
EP01133P023663,7,5,0,15,False,1,NA,True
EP00747P022160,31,0,0,30,False,1,NA,False
EP01032P024367,3,0,0,22,True,1,NA,False
EP00028P000107,45,0,0,16,False,1,NA,False
EP00250P010888,8,0,0,12,False,1,NA,False
EP00199P006692,7,0,0,10,True,1,NA,False
EP00702P003265,47,0,0,30,False,1,NA,False
EP00531P002902,10,0,0,24,True,1,NA,False
EP00449P024412,17,33,0,3,False,1,NA,True
EP00074P060776,62,0,0,29,True,1,NA,False
EP00697P008872,13,0,0,30,True,1,NA,False
EP00098P005738,30,0,0,30,True,1,NA,False
EP00504P001548,6,0,0,30,True,1,NA,False
EP00443P109806,5,0,0,23,True,1,NA,False
EP01125P021145,19,51,0,30,False,1,NA,True
EP00744P011811,25,1,0,15,False,1,NA,True
EP00004P001666,27,0,0,13,False,1,NA,False
EP01133P023593,8,7,0,29,False,1,NA,True
EP01017P035736,10,1,0,11,False,1,NA,True
EP00908P026817,7,0,0,25,True,1,NA,False
EP00840P001639,6,0,0,10,False,1,NA,False
EP00455P041750,3,67,0,10,False,1,NA,True
EP00100P008528,6,0,0,27,True,1,NA,False
EP00832P010182,6,0,0,13,False,1,NA,False
EP00279P003729,5,0,0,12,False,1,NA,False
EP00013P019285,64,0,0,30,False,1,NA,False
EP00639P018814,5,0,0,11,True,1,NA,False
EP01039P020301,5,0,0,21,False,1,NA,False
EP01030P019622,6,0,0,20,True,1,NA,False
EP00877P006887,8,0,0,10,True,1,NA,False
EP01030P021363,6,64,0,30,False,1,NA,True
EP01061P006381,11,0,0,14,True,1,NA,False
EP00069P015833,51,0,0,30,True,1,NA,False
EP00049P013479,19,0,0,26,False,1,NA,False
EP00029P013523,14,0,0,16,False,1,NA,False
XP_025875699.1,7,0,0,15,True,1,NA,False
EP00058P022697,3,0,0,30,True,1,NA,False
EP00920P016042,3,0,3,30,True,1,NA,False
EP00686P005485,9,34,19,13,False,1,NA,True
EP00164P005027,9,0,0,17,True,1,NA,False
EP00873P005539,23,0,0,15,False,1,NA,False
EP00918P035895,3,0,0,13,True,1,NA,False
EP01022P034866,16,0,0,19,False,1,NA,False
EP00042P029689,4,63,3,27,False,1,NA,True
EP00897P003875,33,0,0,24,True,1,NA,False
EP00926P003371,44,0,0,30,False,1,NA,False
EP01048P012056,1,23,0,30,True,1,NA,True
EP01049P015149,18,0,0,30,False,1,NA,False
EP00927P051033,20,0,0,10,False,1,NA,False
EP00449P046851,7,0,0,17,True,1,NA,False
EP00582P015561,15,46,9,30,False,1,NA,True
EP00283P002312,30,0,0,30,True,1,NA,False
EP00761P003677,12,2,0,30,False,1,NA,True
EP01035P047896,8,0,0,30,False,1,NA,False
EP00440P061970,10,60,0,20,False,1,NA,True
EP01129P008382,8,28,0,30,False,1,NA,True
EP00303P002433,16,0,0,17,False,1,NA,False
EP00056P010495,5,0,0,10,True,1,NA,False
EP00960P068431,34,11,0,11,False,1,NA,True
EP00672P027644,5,60,4,30,False,1,NA,True
EP00903P021730,3,64,3,25,False,1,NA,True
EP00579P023123,3,0,0,30,True,1,NA,False
EP01156P011892,3,0,0,25,True,1,NA,False
EP00825P027980,9,60,1,30,False,1,NA,True
EP00645P002705,4,59,7,30,False,1,NA,True
EP00555P000024,5,17,2,24,False,1,NA,True
EP00916P026690,8,0,0,13,True,1,NA,False
EP00971P018112,5,0,0,16,True,1,NA,False
EP00958P004724,2,11,0,21,True,1,NA,True
EP01111P015846,9,0,4,20,False,1,NA,False
EP00418P024602,7,38,0,30,False,1,NA,True
EP00302P001478,13,24,0,12,True,1,NA,True
EP01096P012875,36,0,0,29,True,1,NA,False
EP00727P009748,10,8,0,11,True,1,NA,True
EP00956P026814,70,0,0,22,False,1,NA,False
EP00923P037173,9,61,0,19,False,1,NA,True
EP00657P011039,18,0,0,30,False,1,NA,False
EP01134P006971,60,0,0,30,False,1,NA,False
EP00625P009086,3,0,0,26,True,1,NA,False
EP00824P023610,9,0,0,10,True,1,NA,False
EP00854P014414,15,34,0,30,False,1,NA,True
EP00279P020261,3,0,0,30,False,1,NA,False
EP01093P005941,6,1,27,30,False,1,NA,True
EP00091P020721,7,0,0,27,True,1,NA,False
EP00258P020718,8,0,0,15,False,1,NA,False
EP00918P087307,6,0,0,11,True,1,NA,False
EP00444P057964,22,3,1,17,False,1,NA,True
EP00051P006936,20,33,16,30,False,1,NA,True
EP00060P042692,12,0,0,19,True,1,NA,False
EP00761P006042,7,55,0,30,False,1,NA,True
EP01037P038510,13,0,0,15,False,1,NA,False
EP00428P078249,51,0,0,12,True,1,NA,False
EP00598P001050,60,0,0,11,False,1,NA,False
EP00466P000418,6,0,0,12,True,1,NA,False
XP_005852296.1,13,0,0,20,True,1,NA,False
EP00429P126678,22,0,0,14,False,1,NA,False
EP00624P006888,44,0,0,29,False,1,NA,False
EP00478P002767,15,52,3,30,False,1,NA,True
EP00885P004710,8,0,18,29,False,1,NA,False
EP00928P068867,32,0,0,30,False,1,NA,False
EP01083P263915,22,0,0,22,False,1,NA,False
EP00286P000494,23,0,0,10,False,1,NA,False
EP00873P032230,31,3,0,23,False,1,NA,True
EP00164P022222,11,13,0,30,False,1,NA,True
EP00105P000115,7,0,0,28,True,1,NA,False
KAA6339635.1,25,0,0,25,False,1,NA,False
EP00111P006724,13,0,0,12,True,1,NA,False
EP00920P042277,12,0,24,30,False,1,NA,False
EP00242P010972,3,0,0,12,True,1,NA,False
EP00217P008170,6,18,0,19,False,1,NA,True
EP00671P017011,36,0,0,11,True,1,NA,False
EP01090P016177,11,34,0,11,False,1,NA,True
EP00511P009457,15,0,0,30,False,1,NA,False
EP00440P020075,6,1,0,6,False,1,NA,True
EP00747P223686,6,1,27,12,False,1,NA,True
XP_960740.2,16,0,0,19,True,1,NA,False
EP00445P082802,5,0,0,15,True,1,NA,False
EP00264P065401,9,0,0,13,True,1,NA,False
EP00571P013111,20,50,0,30,False,1,NA,True
EP00241P018982,15,0,0,18,True,1,NA,False
EP00879P013492,18,45,7,30,False,1,NA,True
EP01008P001047,6,0,0,29,True,1,NA,False
EP01156P010135,1,9,0,10,True,1,NA,True
EP01108P001045,3,19,0,28,False,1,NA,True
EP00048P014447,64,0,0,14,False,1,NA,False
EP00054P012700,17,0,0,30,False,1,NA,False
EP00003P028952,10,3,0,22,False,1,NA,True
EP01036P058807,14,0,0,30,False,1,NA,False
EP01136P023611,16,0,0,25,False,1,NA,False
EP01127P023735,43,0,0,19,True,1,NA,False
XP_007711349.1,9,59,2,30,False,1,NA,True
EP00079P000291,9,19,0,23,False,1,NA,True
EP00665P008984,20,0,0,11,False,1,NA,False
EP00428P071688,1,14,0,30,True,1,NA,True
EP00261P031299,40,0,0,12,False,1,NA,False
EP00951P048479,11,0,0,30,False,1,NA,False
EP01155P056325,7,0,0,13,True,1,NA,False
EP00241P023272,4,66,0,20,False,1,NA,True
EP00052P029700,11,3,0,19,False,1,NA,True
EP01065P009404,7,0,0,16,True,1,NA,False
EP01062P038780,3,0,0,30,True,1,NA,False
EP00429P071593,5,3,0,21,False,1,NA,True
EP00297P012566,3,1,0,30,False,1,NA,True
EP00206P009166,26,0,0,30,True,1,NA,False
XP_019074496.1,9,0,0,22,False,1,NA,False
KAA0163728.1,46,0,0,27,False,1,NA,False
EP00519P000036,47,0,16,10,False,1,NA,False
EP00413P029388,4,62,4,10,False,1,NA,True
EP00922P052718,26,0,0,29,False,1,NA,False
EP00420P037647,40,0,0,4,False,1,NA,False
EP01084P032483,11,0,0,11,False,1,NA,False
EP01012P019618,9,1,0,14,False,1,NA,True
EP01083P024269,8,1,0,13,True,1,NA,True
EP00843P019430,6,37,7,14,False,1,NA,True
EP00032P000051,5,0,0,24,True,1,NA,False
EP00268P021985,10,54,6,30,False,1,NA,True
EP00746P100274,18,52,0,10,False,1,NA,True
EP00315P043715,4,16,0,30,False,1,NA,True
EP00088P068439,14,0,0,12,True,1,NA,False
EP00290P053390,5,30,0,13,False,1,NA,True
EP01031P051734,19,36,0,10,True,1,NA,True
EP00249P013265,16,0,3,19,False,1,NA,False
EP00143P002631,14,0,0,21,False,1,NA,False
EP00047P016271,3,0,0,30,True,1,NA,False
EP01114P017387,5,0,0,21,True,1,NA,False
EP01018P011709,66,0,0,15,False,1,NA,False
EP00047P016373,7,0,0,18,True,1,NA,False
EP01032P002878,5,0,0,17,True,1,NA,False
EP00582P016487,6,64,0,23,False,1,NA,True
EP00792P012044,7,1,0,11,True,1,NA,True
EP00918P020148,7,0,0,13,True,1,NA,False
EP00279P021349,18,52,0,28,False,1,NA,True
EP00831P071410,4,63,3,30,False,1,NA,True
EP01091P020647,47,0,0,14,False,1,NA,False
EP00287P016333,50,0,0,15,False,1,NA,False
EP00933P007175,3,67,0,18,False,1,NA,True
EP01062P034591,49,0,0,30,False,1,NA,False
EP00850P014703,6,0,3,30,False,1,NA,False
EP00004P019698,33,0,0,12,True,1,NA,False
EP01092P000285,9,0,0,30,True,1,NA,False
EP00519P015527,30,0,0,25,False,1,NA,False
EP00899P014659,2,62,6,30,False,1,NA,True
EP01032P003631,11,0,0,20,True,1,NA,False
EP00303P011542,6,2,0,13,True,1,NA,True
EP00933P016042,7,32,0,28,False,1,NA,True
EP01083P241397,33,0,0,18,True,1,NA,False
EP00012P003521,5,0,0,17,True,1,NA,False
EP00931P048159,3,63,4,14,False,1,NA,True
EP00823P006932,12,0,0,10,True,1,NA,False
EP00241P022898,5,0,0,19,False,1,NA,False
EP00189P013808,5,65,0,10,False,1,NA,True
EP00839P011417,8,62,0,16,False,1,NA,True
EP00925P020461,3,67,0,13,False,1,NA,True
EP00887P006733,6,0,0,23,False,1,NA,False
EP00500P012624,18,50,2,15,False,1,NA,True
EP00457P019017,51,0,0,16,True,1,NA,False
EP00747P049431,7,0,0,10,True,1,NA,False
EP00092P071695,11,7,1,14,False,1,NA,True
EP00468P010122,14,0,0,28,True,1,NA,False
EP01122P016441,7,0,23,15,False,1,NA,False
EP00171P016614,13,0,0,30,False,1,NA,False
EP00747P054972,10,3,0,13,False,1,NA,True
EP00529P023217,5,0,0,3,False,1,NA,False
EP00153P011349,22,0,0,23,True,1,NA,False
EP00998P010049,6,0,0,14,False,1,NA,False
EP01094P002427,15,1,0,30,False,1,NA,True
EP00527P007148,3,0,0,11,True,1,NA,False
EP00588P017485,66,0,0,18,False,1,NA,False
EP01133P016247,34,13,0,30,True,1,NA,True
EP00115P010876,14,1,0,12,False,1,NA,True
EP00826P018310,5,0,0,12,True,1,NA,False
EP00828P047151,2,9,0,23,False,1,NA,True
EP01122P017375,4,65,0,30,False,1,NA,True
EP00095P006374,19,0,0,30,True,1,NA,False
EP00768P003896,9,6,0,23,True,1,NA,True
EP01097P003809,3,4,0,26,True,1,NA,True
EP01017P036577,6,0,0,29,False,1,NA,False
EP01026P004865,24,0,0,30,False,1,NA,False
EP00061P004106,9,0,0,14,False,1,NA,False
EP00255P016695,3,0,0,30,True,1,NA,False
EP00762P008213,12,6,0,30,False,1,NA,True
EP01041P020624,11,49,8,30,False,1,NA,True
EP00054P018914,6,0,0,24,False,1,NA,False
EP00296P000238,9,0,0,11,True,1,NA,False
EP01156P013903,3,0,0,30,True,1,NA,False
EP01035P059687,23,16,25,12,False,1,NA,True
EP00878P002612,19,0,0,29,True,1,NA,False
EP00869P002393,57,0,0,29,True,1,NA,False
EP01104P019389,36,0,0,11,False,1,NA,False
EP00580P016828,6,0,16,30,True,1,NA,False
EP01034P028265,10,16,0,30,False,1,NA,True
EP00863P011033,15,0,0,19,False,1,NA,False
EP00020P010526,5,1,1,30,False,1,NA,True
EP00285P013602,25,0,0,25,False,1,NA,False
EP00706P001858,31,0,13,30,False,1,NA,False
EP00443P086662,2,15,0,28,False,1,NA,True
EP00878P045206,5,0,0,14,True,1,NA,False
EP00601P022841,5,0,0,15,True,1,NA,False
EP00461P001108,5,0,0,14,True,1,NA,False
EP00224P005291,30,0,0,30,False,1,NA,False
EP00759P051729,3,0,0,12,True,1,NA,False
EP00117P019138,5,0,0,17,True,1,NA,False
EP01026P024886,4,62,4,29,False,1,NA,True
EP00797P034311,44,0,0,28,False,1,NA,False
EP01065P039193,6,64,0,30,False,1,NA,True
EP00250P006163,9,25,0,30,False,1,NA,True
EP00621P012294,5,1,0,10,False,1,NA,True
EP00858P007488,8,1,0,10,False,1,NA,True
EP00824P026435,18,2,0,23,False,1,NA,True
EP01062P048332,3,0,0,29,True,1,NA,False
EP00026P022856,3,0,0,10,True,1,NA,False
XP_019072302.1,54,7,1,21,False,1,NA,True
EP00088P026450,9,1,9,26,False,1,NA,True
EP00264P006276,6,0,0,30,True,1,NA,False
EP00359P004909,7,9,18,30,False,1,NA,True
EP00653P008364,5,0,0,23,False,1,NA,False
EP00093P007175,1,10,0,13,True,1,NA,True
EP01052P038598,8,0,0,17,True,1,NA,False
EP00445P042291,7,28,0,14,False,1,NA,True
EP00190P000016,10,0,25,30,False,1,NA,False
EP00296P008957,5,6,0,12,False,1,NA,True
EP01156P016719,8,0,0,18,True,1,NA,False
EP00455P054862,9,18,0,15,False,1,NA,True
EP00331P008854,3,0,0,10,True,1,NA,False
EP00831P025548,16,0,0,29,True,1,NA,False
EP01156P021551,3,57,2,30,False,1,NA,True
EP00746P055067,8,18,0,23,False,1,NA,True
EP00656P026446,64,0,0,25,False,1,NA,False
EP00216P003335,9,0,0,30,False,1,NA,False
EP00801P014159,3,66,0,30,False,1,NA,True
XP_018650137.1,61,0,0,17,True,1,NA,False
EP00429P113125,34,0,0,12,True,1,NA,False
EP00956P026776,13,0,1,30,True,1,NA,False
EP00049P006466,13,49,0,29,False,1,NA,True
EP00277P033951,6,1,27,10,False,1,NA,True
EP00339P027545,5,0,0,22,False,1,NA,False
EP00686P011796,10,60,0,30,False,1,NA,True
EP00812P007788,17,0,0,13,True,1,NA,False
EP01036P049506,6,0,0,30,False,1,NA,False
EP00443P029604,8,62,0,19,False,1,NA,True
EP01155P055191,29,0,0,29,False,1,NA,False
EP00290P043752,21,0,0,19,True,1,NA,False
EP01114P018852,11,0,0,25,True,1,NA,False
EP00300P025717,1,11,0,3,True,1,NA,True
EP00933P024647,23,0,0,12,False,1,NA,False
EP01084P320203,3,0,0,30,True,1,NA,False
EP00588P009079,10,0,0,30,True,1,NA,False
EP00750P002632,5,0,0,18,False,1,NA,False
EP01015P028111,9,43,10,30,False,1,NA,True
EP00206P006190,17,9,0,30,False,1,NA,True
EP00636P009059,17,0,0,30,True,1,NA,False
EP00793P001168,3,9,0,14,False,1,NA,True
EP00591P016450,6,36,0,19,False,1,NA,True
EP01043P002377,7,2,11,30,False,1,NA,True
EP01123P015853,3,0,0,28,True,1,NA,False
EP00798P016150,23,0,0,11,False,1,NA,False
EP01023P022483,12,15,1,18,False,1,NA,True
EP00440P070303,11,7,1,25,False,1,NA,True
NP_505213.2,7,1,0,30,False,1,NA,True
EP01105P025132,7,0,0,25,True,1,NA,False
EP00075P033375,7,0,0,11,True,1,NA,False
EP00929P120557,2,15,0,13,False,1,NA,True
EP00883P006869,15,0,0,16,True,1,NA,False
EP00129P011504,45,0,0,30,False,1,NA,False
EP00889P002288,3,0,0,30,True,1,NA,False
EP00618P002667,8,2,0,30,False,1,NA,True
EP00169P006110,1,23,0,30,True,1,NA,True
EP00889P000005,23,0,0,19,False,1,NA,False
EP00858P006806,5,17,2,15,False,1,NA,True
EP00312P027546,33,0,0,29,True,1,NA,False
EP00747P082334,3,0,0,20,True,1,NA,False
EP00028P012898,3,0,0,30,True,1,NA,False
EP01101P006048,3,0,0,11,True,1,NA,False
EP00224P006515,7,28,0,30,False,1,NA,True
EP00041P015582,22,0,0,16,False,1,NA,False
EP00932P003463,8,34,0,12,False,1,NA,True
EP00747P208749,25,0,0,30,True,1,NA,False
EP01036P003785,15,0,0,30,False,1,NA,False
EP00153P011509,3,0,0,10,True,1,NA,False
EP01012P015743,39,3,0,4,False,1,NA,True
EP00676P001388,8,34,14,30,False,1,NA,True
EP00256P063874,3,0,0,21,False,1,NA,False
EP00405P059530,4,66,0,25,False,1,NA,True
EP00659P010903,6,0,0,30,False,1,NA,False
EP00435P041511,5,54,10,19,False,1,NA,True
EP00935P000102,10,29,0,10,False,1,NA,True
EP00754P044341,14,56,0,30,False,1,NA,True
EP00764P013371,6,0,0,29,True,1,NA,False
EP00007P001691,3,0,0,30,True,1,NA,False
EP00908P025920,13,0,0,10,False,1,NA,False
EP01124P015108,1,9,0,29,True,1,NA,True
EP00161P004259,7,0,0,24,True,1,NA,False
EP00004P022682,3,0,0,30,True,1,NA,False
EP00878P029953,35,0,0,13,False,1,NA,False
EP00746P039476,40,7,0,30,True,1,NA,True
EP00744P034002,1,3,0,11,True,1,NA,True
EP00198P011747,64,4,0,14,False,1,NA,True
EP00419P075410,13,31,0,30,False,1,NA,True
EP01016P030484,12,6,0,15,False,1,NA,True
EP01155P013679,7,0,0,14,True,1,NA,False
EP01094P010598,41,0,0,30,True,1,NA,False
EP00480P026700,1,5,0,15,True,1,NA,True
XP_030844339.1,10,1,0,19,True,1,NA,True
EP01041P040137,29,0,0,30,False,1,NA,False
XP_961780.3,3,65,0,30,False,1,NA,True
EP00585P023961,5,0,0,23,True,1,NA,False
EP00421P053036,5,0,0,12,True,1,NA,False
EP00956P023961,9,0,0,18,True,1,NA,False
EP01120P015849,3,0,0,30,True,1,NA,False
EP00108P005416,10,1,0,30,False,1,NA,True
XP_007389941.1,3,0,0,14,True,1,NA,False
EP01088P004658,1,10,0,29,True,1,NA,True
EP00747P137834,1,10,0,30,True,1,NA,True
EP00012P012154,20,0,0,16,True,1,NA,False
EP00727P005242,3,0,0,22,True,1,NA,False
EP00408P018709,18,0,0,15,False,1,NA,False
EP00747P046530,13,0,0,30,False,1,NA,False
EP01031P008111,16,0,0,30,True,1,NA,False
EP00279P009515,5,0,0,22,False,1,NA,False
EP01046P064530,42,3,0,11,False,1,NA,True
EP00525P005585,8,9,0,30,False,1,NA,True
EP00302P024564,64,0,0,21,False,1,NA,False
EP00090P034569,3,18,0,19,False,1,NA,True
EP00828P023789,3,0,0,23,True,1,NA,False
EP01092P016915,6,0,0,13,False,1,NA,False
EP00746P014677,44,0,0,13,False,1,NA,False
EP01116P010967,1,11,0,26,True,1,NA,True
EP01063P002746,4,62,4,22,False,1,NA,True
EP00011P014603,6,0,0,13,True,1,NA,False
EP00455P048869,48,0,0,30,True,1,NA,False
EP01132P014389,3,0,0,20,True,1,NA,False
EP00302P027933,3,0,0,30,True,1,NA,False
EP00217P010711,2,66,2,30,False,1,NA,True
EP00768P001830,5,0,0,29,False,1,NA,False
EP01037P008678,3,3,0,29,True,1,NA,True
EP00518P020114,4,0,29,24,False,1,NA,False
EP01013P009439,14,1,0,30,True,1,NA,True
EP00831P069183,10,49,4,17,False,1,NA,True
EP00444P073159,19,0,0,13,True,1,NA,False
EP00088P016531,1,4,0,30,True,1,NA,True
EP01083P288599,26,0,0,16,True,1,NA,False
EP01052P026192,6,0,0,22,True,1,NA,False
EP00110P000037,9,0,0,15,False,1,NA,False
XP_002670392.1,1,12,0,30,True,1,NA,True
EP00667P010890,22,0,0,15,False,1,NA,False
EP01034P015384,13,0,0,20,True,1,NA,False
EP00178P006410,3,0,0,30,True,1,NA,False
EP01016P013641,5,0,0,23,True,1,NA,False
EP01156P010895,3,0,0,30,False,1,NA,False
EP00413P017078,11,5,0,12,False,1,NA,True
EP00036P026318,31,0,0,29,True,1,NA,False
EP00088P063252,7,4,0,21,False,1,NA,True
XP_005792786.1,9,3,0,11,False,1,NA,True
EP00747P222235,6,1,0,14,True,1,NA,True
EP00847P003771,1,3,0,15,True,1,NA,True
EP00451P022962,10,19,0,15,False,1,NA,True
EP00435P050533,10,29,0,26,False,1,NA,True
EP00429P002799,21,0,0,30,False,1,NA,False
EP00104P029451,3,0,0,15,True,1,NA,False
EP00755P025245,3,0,0,23,True,1,NA,False
EP00608P004543,5,65,0,30,False,1,NA,True
EP00828P022674,12,0,0,30,True,1,NA,False
EP00292P012790,9,60,1,12,False,1,NA,True
EP00139P004449,5,9,0,21,False,1,NA,True
EP00069P019693,1,3,0,25,True,1,NA,True
EP01035P023458,6,0,0,12,True,1,NA,False
EP00685P004369,29,0,0,25,True,1,NA,False
EP00802P020171,48,0,0,30,True,1,NA,False
XP_015647385.1,2,7,0,30,False,1,NA,True
